lang	file	word	wstart	wend	phone	int	pstart	pend
afr	afr-000-023	uə̯ɾə	0.16	0.56	u	2	0.16	0.28
afr	afr-000-023	uə̯ɾə	0.16	0.56	ə̯	3	0.28	0.31
afr	afr-000-023	uə̯ɾə	0.16	0.56	ɾ	4	0.31	0.36
afr	afr-000-023	uə̯ɾə	0.16	0.56	ə	5	0.36	0.56
afr	afr-000-024	kuə̯p	0.13	0.44	k	2	0.13	0.19
afr	afr-000-024	kuə̯p	0.13	0.44	u	3	0.19	0.26
afr	afr-000-024	kuə̯p	0.13	0.44	ə̯	4	0.26	0.3
afr	afr-000-024	kuə̯p	0.13	0.44	p	5	0.3	0.44
afr	afr-000-025	skyr	0.12	0.58	s	2	0.12	0.25
afr	afr-000-025	skyr	0.12	0.58	k	3	0.25	0.33
afr	afr-000-025	skyr	0.12	0.58	y	4	0.33	0.54
afr	afr-000-025	skyr	0.12	0.58	r	5	0.54	0.58
afr	afr-000-026	skɛ̞ɾf	0	0.87	s	1	0	0.12
afr	afr-000-026	skɛ̞ɾf	0	0.87	k	2	0.12	0.19
afr	afr-000-026	skɛ̞ɾf	0	0.87	ɛ̞	3	0.19	0.34
afr	afr-000-026	skɛ̞ɾf	0	0.87	ɾ	4	0.34	0.37
afr	afr-000-026	skɛ̞ɾf	0	0.87	f	5	0.37	0.87
afr	afr-000-027	skɛ̞ɾ	0	0.48	s	1	0	0.12
afr	afr-000-027	skɛ̞ɾ	0	0.48	k	2	0.12	0.18
afr	afr-000-027	skɛ̞ɾ	0	0.48	ɛ̞	3	0.18	0.39
afr	afr-000-027	skɛ̞ɾ	0	0.48	ɾ	4	0.39	0.48
afr	afr-000-028	skɑːɾə	0	0.61	s	1	0	0.12
afr	afr-000-028	skɑːɾə	0	0.61	k	2	0.12	0.2
afr	afr-000-028	skɑːɾə	0	0.61	ɑː	3	0.2	0.36
afr	afr-000-028	skɑːɾə	0	0.61	ɾ	4	0.36	0.4
afr	afr-000-028	skɑːɾə	0	0.61	ə	5	0.4	0.61
afr	afr-000-029	skoɾ	0	0.56	s	1	0	0.19
afr	afr-000-029	skoɾ	0	0.56	k	2	0.19	0.28
afr	afr-000-029	skoɾ	0	0.56	o	3	0.28	0.44
afr	afr-000-029	skoɾ	0	0.56	ɾ	4	0.44	0.56
afr	afr-000-030	skuə̯ɾ	0	0.55	s	1	0	0.19
afr	afr-000-030	skuə̯ɾ	0	0.55	k	2	0.19	0.27
afr	afr-000-030	skuə̯ɾ	0	0.55	u	3	0.27	0.41
afr	afr-000-030	skuə̯ɾ	0	0.55	ə̯	4	0.41	0.44
afr	afr-000-030	skuə̯ɾ	0	0.55	ɾ	5	0.44	0.55
afr	afr-000-031	skəɾf	0	0.78	s	1	0	0.12
afr	afr-000-031	skəɾf	0	0.78	k	2	0.12	0.19
afr	afr-000-031	skəɾf	0	0.78	ə	3	0.19	0.29
afr	afr-000-031	skəɾf	0	0.78	ɾ	4	0.29	0.32
afr	afr-000-031	skəɾf	0	0.78	f	5	0.32	0.78
afr	afr-000-032	bə̟i̯	0	0.810023	b	1	0	0.18
afr	afr-000-032	bə̟i̯	0	0.810023	ə̟	2	0.18	0.23
afr	afr-000-032	bə̟i̯	0	0.810023	i̯	3	0.23	0.810023
afr	afr-000-033	pə̟i̯	0.14	0.81	p	2	0.14	0.18
afr	afr-000-033	pə̟i̯	0.14	0.81	ə̟	3	0.18	0.24
afr	afr-000-033	pə̟i̯	0.14	0.81	i̯	4	0.24	0.81
afr	afr-000-034	də̟i̯	0	0.55	d	1	0	0.19
afr	afr-000-034	də̟i̯	0	0.55	ə̟	2	0.19	0.22
afr	afr-000-034	də̟i̯	0	0.55	i̯	3	0.22	0.55
afr	afr-000-035	tə̟i̯	0.12	0.58	t	2	0.12	0.16
afr	afr-000-035	tə̟i̯	0.12	0.58	ə̟	3	0.16	0.19
afr	afr-000-035	tə̟i̯	0.12	0.58	i̯	4	0.19	0.58
afr	afr-000-036	və̟i̯	0	0.62	v	1	0	0.19
afr	afr-000-036	və̟i̯	0	0.62	ə̟	2	0.19	0.26
afr	afr-000-036	və̟i̯	0	0.62	i̯	3	0.26	0.62
afr	afr-000-037	wə̟i̯	0	0.64	w	1	0	0.25
afr	afr-000-037	wə̟i̯	0	0.64	ə̟	2	0.25	0.3
afr	afr-000-037	wə̟i̯	0	0.64	i̯	3	0.3	0.64
afr	afr-000-038	ɦə̟i̯	0.1	0.81	ɦ	2	0.1	0.17
afr	afr-000-038	ɦə̟i̯	0.1	0.81	ə̟	3	0.17	0.22
afr	afr-000-038	ɦə̟i̯	0.1	0.81	i̯	4	0.22	0.81
afr	afr-000-039	ə̟i̯	0.14	0.870023	ə̟	2	0.14	0.34
afr	afr-000-039	ə̟i̯	0.14	0.870023	i̯	3	0.34	0.870023
afr	afr-000-040	jə̟i̯	0.13	0.870023	j	2	0.13	0.28
afr	afr-000-040	jə̟i̯	0.13	0.870023	ə̟	3	0.28	0.32
afr	afr-000-040	jə̟i̯	0.13	0.870023	i̯	4	0.32	0.870023
afr	afr-000-041	lə̟i̯	0	0.96	l	1	0	0.27
afr	afr-000-041	lə̟i̯	0	0.96	ə̟	2	0.27	0.31
afr	afr-000-041	lə̟i̯	0	0.96	i̯	3	0.31	0.96
afr	afr-000-042	ə̟i̯l	0.15	0.49	ə̟	2	0.15	0.21
afr	afr-000-042	ə̟i̯l	0.15	0.49	i̯	3	0.21	0.34
afr	afr-000-042	ə̟i̯l	0.15	0.49	l	4	0.34	0.49
afr	afr-000-043	ə̟i̯k	0.13	0.810023	ə̟	2	0.13	0.19
afr	afr-000-043	ə̟i̯k	0.13	0.810023	i̯	3	0.19	0.27
afr	afr-000-043	ə̟i̯k	0.13	0.810023	k	4	0.27	0.810023
afr	afr-000-044	ə̟i̯s	0.13	0.53	ə̟	2	0.13	0.19
afr	afr-000-044	ə̟i̯s	0.13	0.53	i̯	3	0.19	0.3
afr	afr-000-044	ə̟i̯s	0.13	0.53	s	4	0.3	0.53
afr	afr-000-045	pɑːpi	0.12	0.93	p	2	0.12	0.16
afr	afr-000-045	pɑːpi	0.12	0.93	ɑː	3	0.16	0.31
afr	afr-000-045	pɑːpi	0.12	0.93	p	4	0.31	0.42
afr	afr-000-045	pɑːpi	0.12	0.93	i	5	0.42	0.93
afr	afr-000-046	pɑpʰi	0.13	0.87	p	2	0.13	0.18
afr	afr-000-046	pɑpʰi	0.13	0.87	ɑ	3	0.18	0.28
afr	afr-000-046	pɑpʰi	0.13	0.87	pʰ	4	0.28	0.4
afr	afr-000-046	pɑpʰi	0.13	0.87	i	5	0.4	0.87
afr	afr-000-047	pɑs	0.13	0.75	p	2	0.13	0.17
afr	afr-000-047	pɑs	0.13	0.75	ɑ	3	0.17	0.29
afr	afr-000-047	pɑs	0.13	0.75	s	4	0.29	0.75
afr	afr-000-048	pɑːs	0.13	0.53	p	2	0.13	0.17
afr	afr-000-048	pɑːs	0.13	0.53	ɑː	3	0.17	0.39
afr	afr-000-048	pɑːs	0.13	0.53	s	4	0.39	0.53
afr	afr-000-049	bɑɾ	0	0.44	b	1	0	0.17
afr	afr-000-049	bɑɾ	0	0.44	ɑ	2	0.17	0.32
afr	afr-000-049	bɑɾ	0	0.44	ɾ	3	0.32	0.44
afr	afr-000-050	bɑːɾ	0.14	0.54	b	2	0.14	0.19
afr	afr-000-050	bɑːɾ	0.14	0.54	ɑː	3	0.19	0.43
afr	afr-000-050	bɑːɾ	0.14	0.54	ɾ	4	0.43	0.54
afr	afr-000-051	ɑt	0.19	0.87	ɑ	2	0.19	0.38
afr	afr-000-051	ɑt	0.19	0.87	t	3	0.38	0.87
afr	afr-000-052	ɑːt	0.15	0.96	ɑː	2	0.15	0.46
afr	afr-000-052	ɑːt	0.15	0.96	t	3	0.46	0.96
afr	afr-000-053	dɑːχləks	0	0.8	d	1	0	0.16
afr	afr-000-053	dɑːχləks	0	0.8	ɑː	2	0.16	0.32
afr	afr-000-053	dɑːχləks	0	0.8	χ	3	0.32	0.42
afr	afr-000-053	dɑːχləks	0	0.8	l	4	0.42	0.48
afr	afr-000-053	dɑːχləks	0	0.8	ə	5	0.48	0.53
afr	afr-000-053	dɑːχləks	0	0.8	k	6	0.53	0.63
afr	afr-000-053	dɑːχləks	0	0.8	s	7	0.63	0.8
afr	afr-000-054	dɑχləχ	0	0.58	d	1	0	0.16
afr	afr-000-054	dɑχləχ	0	0.58	ɑ	2	0.16	0.27
afr	afr-000-054	dɑχləχ	0	0.58	χ	3	0.27	0.38
afr	afr-000-054	dɑχləχ	0	0.58	l	4	0.38	0.45
afr	afr-000-054	dɑχləχ	0	0.58	ə	5	0.45	0.54
afr	afr-000-054	dɑχləχ	0	0.58	χ	6	0.54	0.58
afr	afr-000-055	dɑl	0	0.53	d	1	0	0.27
afr	afr-000-055	dɑl	0	0.53	ɑ	2	0.27	0.46
afr	afr-000-055	dɑl	0	0.53	l	3	0.46	0.53
afr	afr-000-056	dɑːl	0	0.5	d	1	0	0.17
afr	afr-000-056	dɑːl	0	0.5	ɑː	2	0.17	0.43
afr	afr-000-056	dɑːl	0	0.5	l	3	0.43	0.5
afr	afr-000-057	lɛ̞	0.15	0.46	l	2	0.15	0.23
afr	afr-000-057	lɛ̞	0.15	0.46	ɛ̞	3	0.23	0.46
afr	afr-000-058	lɑː	0.13	0.44	l	2	0.13	0.23
afr	afr-000-058	lɑː	0.13	0.44	ɑː	3	0.23	0.44
afr	afr-000-059	ui	0.17	0.9	u	2	0.17	0.33
afr	afr-000-059	ui	0.17	0.9	i	3	0.33	0.9
afr	afr-000-060	ɔːi	0	0.93	ɔ	1	0	0.4
afr	afr-000-060	ɔːi	0	0.93	i	2	0.4	0.93
afr	afr-000-061	bɑːi̯ki	0	0.93	b	1	0	0.17
afr	afr-000-061	bɑːi̯ki	0	0.93	ɑː	2	0.17	0.28
afr	afr-000-061	bɑːi̯ki	0	0.93	i̯	3	0.28	0.35
afr	afr-000-061	bɑːi̯ki	0	0.93	k	4	0.35	0.48
afr	afr-000-061	bɑːi̯ki	0	0.93	i	5	0.48	0.93
afr	afr-000-062	bɑːiːki	0.14	1.02	b	2	0.14	0.19
afr	afr-000-062	bɑːiːki	0.14	1.02	ɑː	3	0.19	0.32
afr	afr-000-062	bɑːiːki	0.14	1.02	iː	4	0.32	0.42
afr	afr-000-062	bɑːiːki	0.14	1.02	k	5	0.42	0.6
afr	afr-000-062	bɑːiːki	0.14	1.02	i	6	0.6	1.02
afr	afr-000-063	biki	0	0.81	b	1	0	0.18
afr	afr-000-063	biki	0	0.81	i	2	0.18	0.25
afr	afr-000-063	biki	0	0.81	k	3	0.25	0.35
afr	afr-000-063	biki	0	0.81	i	4	0.35	0.81
afr	afr-000-064	biɛŋki	0	0.960023	b	1	0	0.2
afr	afr-000-064	biɛŋki	0	0.960023	i	2	0.2	0.27
afr	afr-000-064	biɛŋki	0	0.960023	ɛ	3	0.27	0.31
afr	afr-000-064	biɛŋki	0	0.960023	ŋ	4	0.31	0.41
afr	afr-000-064	biɛŋki	0	0.960023	k	5	0.41	0.48
afr	afr-000-064	biɛŋki	0	0.960023	i	6	0.48	0.960023
afr	afr-000-065	bɛi̯ki	0	0.9	b	1	0	0.18
afr	afr-000-065	bɛi̯ki	0	0.9	ɛ	2	0.18	0.21
afr	afr-000-065	bɛi̯ki	0	0.9	i̯	3	0.21	0.39
afr	afr-000-065	bɛi̯ki	0	0.9	k	4	0.39	0.45
afr	afr-000-065	bɛi̯ki	0	0.9	i	5	0.45	0.9
afr	afr-000-066	bə̟i̯ki	0	0.9	b	1	0	0.18
afr	afr-000-066	bə̟i̯ki	0	0.9	ə̟	2	0.18	0.24
afr	afr-000-066	bə̟i̯ki	0	0.9	i̯	3	0.24	0.31
afr	afr-000-066	bə̟i̯ki	0	0.9	k	4	0.31	0.45
afr	afr-000-066	bə̟i̯ki	0	0.9	i	5	0.45	0.9
afr	afr-000-067	bɛ̞ki	0	0.840023	b	1	0	0.17
afr	afr-000-067	bɛ̞ki	0	0.840023	ɛ̞	2	0.17	0.28
afr	afr-000-067	bɛ̞ki	0	0.840023	k	3	0.28	0.38
afr	afr-000-067	bɛ̞ki	0	0.840023	i	4	0.38	0.840023
afr	afr-000-068	ɦʊ̟i̯s	0	0.72	ɦ	1	0	0.17
afr	afr-000-068	ɦʊ̟i̯s	0	0.72	ʊ̟	2	0.17	0.2
afr	afr-000-068	ɦʊ̟i̯s	0	0.72	i̯	3	0.2	0.34
afr	afr-000-068	ɦʊ̟i̯s	0	0.72	s	4	0.34	0.72
afr	afr-000-069	ʊ̟i̯	0.17	0.75	ʊ̟	2	0.17	0.2
afr	afr-000-069	ʊ̟i̯	0.17	0.75	i̯	3	0.2	0.75
afr	afr-000-070	ʊ̟i̯t	0.18	0.81	ʊ̟	2	0.18	0.22
afr	afr-000-070	ʊ̟i̯t	0.18	0.81	i̯	3	0.22	0.4
afr	afr-000-070	ʊ̟i̯t	0.18	0.81	t	4	0.4	0.81
afr	afr-000-071	bʊ̟i̯t	0	0.81	b	1	0	0.19
afr	afr-000-071	bʊ̟i̯t	0	0.81	ʊ̟	2	0.19	0.23
afr	afr-000-071	bʊ̟i̯t	0	0.81	i̯	3	0.23	0.4
afr	afr-000-071	bʊ̟i̯t	0	0.81	t	4	0.4	0.81
afr	afr-000-072	ʊ̟i̯t	0.16	0.87	ʊ̟	2	0.16	0.28
afr	afr-000-072	ʊ̟i̯t	0.16	0.87	i̯	3	0.28	0.41
afr	afr-000-072	ʊ̟i̯t	0.16	0.87	t	4	0.41	0.87
afr	afr-000-073	syr	0	0.59	s	1	0	0.17
afr	afr-000-073	syr	0	0.59	y	2	0.17	0.4
afr	afr-000-073	syr	0	0.59	r	3	0.4	0.59
afr	afr-000-074	fyr	0.14	0.47	f	2	0.14	0.17
afr	afr-000-074	fyr	0.14	0.47	y	3	0.17	0.44
afr	afr-000-074	fyr	0.14	0.47	r	4	0.44	0.47
afr	afr-000-075	myr	0.14	0.7	m	2	0.14	0.27
afr	afr-000-075	myr	0.14	0.7	y	3	0.27	0.52
afr	afr-000-075	myr	0.14	0.7	r	4	0.52	0.7
afr	afr-000-076	dyr	0	0.56	d	1	0	0.16
afr	afr-000-076	dyr	0	0.56	y	2	0.16	0.41
afr	afr-000-076	dyr	0	0.56	r	3	0.41	0.56
afr	afr-000-077	bɑːs	0	0.54	b	1	0	0.18
afr	afr-000-077	bɑːs	0	0.54	ɑː	2	0.18	0.42
afr	afr-000-077	bɑːs	0	0.54	s	3	0.42	0.54
afr	afr-000-078	pɑːs	0.14	0.780023	p	2	0.14	0.18
afr	afr-000-078	pɑːs	0.14	0.780023	ɑː	3	0.18	0.4
afr	afr-000-078	pɑːs	0.14	0.780023	s	4	0.4	0.780023
afr	afr-000-079	bɑs	0	0.75	b	1	0	0.23
afr	afr-000-079	bɑs	0	0.75	ɑ	2	0.23	0.36
afr	afr-000-079	bɑs	0	0.75	s	3	0.36	0.75
afr	afr-000-080	pɑs	0.13	0.690023	p	2	0.13	0.18
afr	afr-000-080	pɑs	0.13	0.690023	ɑ	3	0.18	0.3
afr	afr-000-080	pɑs	0.13	0.690023	s	4	0.3	0.690023
afr	afr-000-081	bɑt	0	0.78	b	1	0	0.17
afr	afr-000-081	bɑt	0	0.78	ɑ	2	0.17	0.27
afr	afr-000-081	bɑt	0	0.78	t	3	0.27	0.78
afr	afr-000-082	pɑt	0.14	0.23	p	2	0.14	0.17
afr	afr-000-082	pɑt	0.14	0.23	ɑ	3	0.17	0.2
afr	afr-000-082	pɑt	0.14	0.23	t	4	0.2	0.23
afr	afr-000-083	bɑːɾ	0	0.52	b	1	0	0.19
afr	afr-000-083	bɑːɾ	0	0.52	ɑː	2	0.19	0.43
afr	afr-000-083	bɑːɾ	0	0.52	ɾ	3	0.43	0.52
afr	afr-000-084	pɑːɾ	0.12	0.48	p	2	0.12	0.16
afr	afr-000-084	pɑːɾ	0.12	0.48	ɑː	3	0.16	0.39
afr	afr-000-084	pɑːɾ	0.12	0.48	ɾ	4	0.39	0.48
afr	afr-000-085	pɑːp	0.13	0.54	p	2	0.13	0.17
afr	afr-000-085	pɑːp	0.13	0.54	ɑː	3	0.17	0.27
afr	afr-000-085	pɑːp	0.13	0.54	p	4	0.27	0.54
afr	afr-000-086	pɑpʰi	0.13	0.840023	p	2	0.13	0.18
afr	afr-000-086	pɑpʰi	0.13	0.840023	ɑ	3	0.18	0.26
afr	afr-000-086	pɑpʰi	0.13	0.840023	pʰ	4	0.26	0.37
afr	afr-000-086	pɑpʰi	0.13	0.840023	i	5	0.37	0.840023
afr	afr-000-087	dɑl	0	0.44	d	1	0	0.18
afr	afr-000-087	dɑl	0	0.44	ɑ	2	0.18	0.39
afr	afr-000-087	dɑl	0	0.44	l	3	0.39	0.44
afr	afr-000-088	tɑl	0.14	0.47	t	2	0.14	0.18
afr	afr-000-088	tɑl	0.14	0.47	ɑ	3	0.18	0.39
afr	afr-000-088	tɑl	0.14	0.47	l	4	0.39	0.47
afr	afr-000-089	dɑːl	0	0.56	d	1	0	0.18
afr	afr-000-089	dɑːl	0	0.56	ɑː	2	0.18	0.41
afr	afr-000-089	dɑːl	0	0.56	l	3	0.41	0.56
afr	afr-000-090	tɑːl	0.14	0.5	t	2	0.14	0.18
afr	afr-000-090	tɑːl	0.14	0.5	ɑː	3	0.18	0.42
afr	afr-000-090	tɑːl	0.14	0.5	l	4	0.42	0.5
afr	afr-000-091	dɑχ	0	0.5	d	1	0	0.17
afr	afr-000-091	dɑχ	0	0.5	ɑ	2	0.17	0.31
afr	afr-000-091	dɑχ	0	0.5	χ	3	0.31	0.5
afr	afr-000-092	tɑχ	0.16	0.46	t	2	0.16	0.19
afr	afr-000-092	tɑχ	0.16	0.46	ɑ	3	0.19	0.29
afr	afr-000-092	tɑχ	0.16	0.46	χ	4	0.29	0.46
afr	afr-000-093	dɑk	0	0.5	d	1	0	0.16
afr	afr-000-093	dɑk	0	0.5	ɑ	2	0.16	0.28
afr	afr-000-093	dɑk	0	0.5	k	3	0.28	0.5
afr	afr-000-094	tɑk	0.32	0.45	t	2	0.32	0.35
afr	afr-000-094	tɑk	0.32	0.45	ɑ	3	0.35	0.38
afr	afr-000-094	tɑk	0.32	0.45	k	4	0.38	0.45
afr	afr-000-095	fɾis	0	0.54	f	1	0	0.19
afr	afr-000-095	fɾis	0	0.54	ɾ	2	0.19	0.26
afr	afr-000-095	fɾis	0	0.54	i	3	0.26	0.4
afr	afr-000-095	fɾis	0	0.54	s	4	0.4	0.54
afr	afr-000-096	fɾis	0	0.56	f	1	0	0.19
afr	afr-000-096	fɾis	0	0.56	ɾ	2	0.19	0.25
afr	afr-000-096	fɾis	0	0.56	i	3	0.25	0.39
afr	afr-000-096	fɾis	0	0.56	s	4	0.39	0.56
afr	afr-000-097	fɛl	0	0.43	f	1	0	0.16
afr	afr-000-097	fɛl	0	0.43	ɛ	2	0.16	0.25
afr	afr-000-097	fɛl	0	0.43	l	3	0.25	0.43
afr	afr-000-098	fɛl	0.13	0.48	f	2	0.13	0.19
afr	afr-000-098	fɛl	0.13	0.48	ɛ	3	0.19	0.28
afr	afr-000-098	fɛl	0.13	0.48	l	4	0.28	0.48
afr	afr-000-099	fɑt	0	0.75	f	1	0	0.18
afr	afr-000-099	fɑt	0	0.75	ɑ	2	0.18	0.29
afr	afr-000-099	fɑt	0	0.75	t	3	0.29	0.75
afr	afr-000-100	fɑt	0	0.63	f	1	0	0.16
afr	afr-000-100	fɑt	0	0.63	ɑ	2	0.16	0.27
afr	afr-000-100	fɑt	0	0.63	t	3	0.27	0.63
afr	afr-000-101	χladə	0.2	0.78	χ	2	0.2	0.34
afr	afr-000-101	χladə	0.2	0.78	l	3	0.34	0.41
afr	afr-000-101	χladə	0.2	0.78	a	4	0.41	0.5
afr	afr-000-101	χladə	0.2	0.78	d	5	0.5	0.55
afr	afr-000-101	χladə	0.2	0.78	ə	6	0.55	0.78
afr	afr-000-102	χlat	0.08	0.64	χ	2	0.08	0.24
afr	afr-000-102	χlat	0.08	0.64	l	3	0.24	0.3
afr	afr-000-102	χlat	0.08	0.64	a	4	0.3	0.39
afr	afr-000-102	χlat	0.08	0.64	t	5	0.39	0.64
afr	afr-000-103	bɛt	0.14	0.52	b	2	0.14	0.22
afr	afr-000-103	bɛt	0.14	0.52	ɛ	3	0.22	0.33
afr	afr-000-103	bɛt	0.14	0.52	t	4	0.33	0.52
afr	afr-000-104	bɛt	0	0.52	b	1	0	0.25
afr	afr-000-104	bɛt	0	0.52	ɛ	2	0.25	0.37
afr	afr-000-104	bɛt	0	0.52	t	3	0.37	0.52
afr	afr-000-105	bot	0	0.45	b	1	0	0.22
afr	afr-000-105	bot	0	0.45	o	2	0.22	0.32
afr	afr-000-105	bot	0	0.45	t	3	0.32	0.45
afr	afr-000-106	bot	0	0.81	b	1	0	0.24
afr	afr-000-106	bot	0	0.81	o	2	0.24	0.35
afr	afr-000-106	bot	0	0.81	t	3	0.35	0.81
afr	afr-000-108	əbə	0.16	0.71	ə	2	0.16	0.3
afr	afr-000-108	əbə	0.16	0.71	b	3	0.3	0.38
afr	afr-000-108	əbə	0.16	0.71	ə	4	0.38	0.71
afr	afr-000-109	zuːm	0.15	0.84	z	2	0.15	0.28
afr	afr-000-109	zuːm	0.15	0.84	uː	3	0.28	0.5
afr	afr-000-109	zuːm	0.15	0.84	m	4	0.5	0.84
afr	afr-000-110	dɑχ	0	0.51	d	1	0	0.18
afr	afr-000-110	dɑχ	0	0.51	ɑ	2	0.18	0.31
afr	afr-000-110	dɑχ	0	0.51	χ	3	0.31	0.51
afr	afr-000-111	dɑk	0	0.59	d	1	0	0.23
afr	afr-000-111	dɑk	0	0.59	ɑ	2	0.23	0.33
afr	afr-000-111	dɑk	0	0.59	k	3	0.33	0.59
afr	afr-000-112	tɑp	0.14	0.23	t	2	0.14	0.17
afr	afr-000-112	tɑp	0.14	0.23	ɑ	3	0.17	0.2
afr	afr-000-112	tɑp	0.14	0.23	p	4	0.2	0.23
afr	afr-000-113	t͡ʃɑp	0.06	0.55	t͡ʃ	2	0.06	0.19
afr	afr-000-113	t͡ʃɑp	0.06	0.55	ɑ	3	0.19	0.29
afr	afr-000-113	t͡ʃɑp	0.06	0.55	p	4	0.29	0.55
afr	afr-000-114	bɑχɑsi	0	1.02	b	1	0	0.17
afr	afr-000-114	bɑχɑsi	0	1.02	ɑ	2	0.17	0.21
afr	afr-000-114	bɑχɑsi	0	1.02	χ	3	0.21	0.32
afr	afr-000-114	bɑχɑsi	0	1.02	ɑ	4	0.32	0.5
afr	afr-000-114	bɑχɑsi	0	1.02	s	5	0.5	0.58
afr	afr-000-114	bɑχɑsi	0	1.02	i	6	0.58	1.02
afr	afr-000-115	bɑχər	0	0.61	b	1	0	0.16
afr	afr-000-115	bɑχər	0	0.61	ɑ	2	0.16	0.3
afr	afr-000-115	bɑχər	0	0.61	χ	3	0.3	0.37
afr	afr-000-115	bɑχər	0	0.61	ə	4	0.37	0.42
afr	afr-000-115	bɑχər	0	0.61	r	5	0.42	0.61
afr	afr-000-116	ɛrχ	0.14	0.49	ɛ	2	0.14	0.31
afr	afr-000-116	ɛrχ	0.14	0.49	r	3	0.31	0.38
afr	afr-000-116	ɛrχ	0.14	0.49	χ	4	0.38	0.49
afr	afr-000-117	ɛrq̠eɾ	0.15	0.56	ɛ	2	0.15	0.32
afr	afr-000-117	ɛrq̠eɾ	0.15	0.56	r	3	0.32	0.37
afr	afr-000-117	ɛrq̠eɾ	0.15	0.56	q̠	4	0.37	0.4
afr	afr-000-117	ɛrq̠eɾ	0.15	0.56	e	5	0.4	0.53
afr	afr-000-117	ɛrq̠eɾ	0.15	0.56	ɾ	6	0.53	0.56
afr	afr-000-118	bɛrɾq̠ə	0	0.6	b	1	0	0.16
afr	afr-000-118	bɛrɾq̠ə	0	0.6	ɛ	2	0.16	0.34
afr	afr-000-118	bɛrɾq̠ə	0	0.6	r	3	0.34	0.37
afr	afr-000-118	bɛrɾq̠ə	0	0.6	ɾ	4	0.37	0.4
afr	afr-000-118	bɛrɾq̠ə	0	0.6	q̠	5	0.4	0.43
afr	afr-000-118	bɛrɾq̠ə	0	0.6	ə	6	0.43	0.6
afr	afr-000-119	q̠wɑɾ	0.13	0.47	q̠	2	0.13	0.17
afr	afr-000-119	q̠wɑɾ	0.13	0.47	w	3	0.17	0.22
afr	afr-000-119	q̠wɑɾ	0.13	0.47	ɑ	4	0.22	0.38
afr	afr-000-119	q̠wɑɾ	0.13	0.47	ɾ	5	0.38	0.47
afr	afr-000-120	χɑɾs	0.13	0.87	χ	2	0.13	0.28
afr	afr-000-120	χɑɾs	0.13	0.87	ɑ	3	0.28	0.43
afr	afr-000-120	χɑɾs	0.13	0.87	ɾ	4	0.43	0.46
afr	afr-000-120	χɑɾs	0.13	0.87	s	5	0.46	0.87
afr	afr-000-121	səŋ	0	0.46	s	1	0	0.16
afr	afr-000-121	səŋ	0	0.46	ə	2	0.16	0.3
afr	afr-000-121	səŋ	0	0.46	ŋ	3	0.3	0.46
afr	afr-000-122	dɨŋk	0	0.44	d	1	0	0.15
afr	afr-000-122	dɨŋk	0	0.44	ɨ	2	0.15	0.25
afr	afr-000-122	dɨŋk	0	0.44	ŋ	3	0.25	0.36
afr	afr-000-122	dɨŋk	0	0.44	k	4	0.36	0.44
afr	afr-000-123	vɑːi̯ŋki	0.1	0.93	v	2	0.1	0.17
afr	afr-000-123	vɑːi̯ŋki	0.1	0.93	ɑː	3	0.17	0.29
afr	afr-000-123	vɑːi̯ŋki	0.1	0.93	i̯	4	0.29	0.36
afr	afr-000-123	vɑːi̯ŋki	0.1	0.93	ŋ	5	0.36	0.41
afr	afr-000-123	vɑːi̯ŋki	0.1	0.93	k	6	0.41	0.48
afr	afr-000-123	vɑːi̯ŋki	0.1	0.93	i	7	0.48	0.93
afr	afr-000-124	mɑːi̯ŋki	0.11	0.66	m	2	0.11	0.19
afr	afr-000-124	mɑːi̯ŋki	0.11	0.66	ɑː	3	0.19	0.3
afr	afr-000-124	mɑːi̯ŋki	0.11	0.66	i̯	4	0.3	0.39
afr	afr-000-124	mɑːi̯ŋki	0.11	0.66	ŋ	5	0.39	0.44
afr	afr-000-124	mɑːi̯ŋki	0.11	0.66	k	6	0.44	0.52
afr	afr-000-124	mɑːi̯ŋki	0.11	0.66	i	7	0.52	0.66
agx	agx-000-001	ʕan	0.13	0.92	ʕ	2	0.13	0.22
agx	agx-000-001	ʕan	0.13	0.92	a	3	0.22	0.67
agx	agx-000-001	ʕan	0.13	0.92	n	4	0.67	0.92
agx	agx-000-002	ʕamkʼʲ	0.14	0.93	ʕ	2	0.14	0.3
agx	agx-000-002	ʕamkʼʲ	0.14	0.93	a	3	0.3	0.48
agx	agx-000-002	ʕamkʼʲ	0.14	0.93	m	4	0.48	0.64
agx	agx-000-002	ʕamkʼʲ	0.14	0.93	kʼʲ	5	0.64	0.93
agx	agx-000-003	ʕar	0.14	0.84	ʕ	2	0.14	0.25
agx	agx-000-003	ʕar	0.14	0.84	a	3	0.25	0.69
agx	agx-000-003	ʕar	0.14	0.84	r	4	0.69	0.84
agx	agx-000-004	qʷaʕanaj	0.11	0.87	qʷ	2	0.11	0.2
agx	agx-000-004	qʷaʕanaj	0.11	0.87	a	3	0.2	0.39
agx	agx-000-004	qʷaʕanaj	0.11	0.87	ʕ	4	0.39	0.42
agx	agx-000-004	qʷaʕanaj	0.11	0.87	a	5	0.42	0.54
agx	agx-000-004	qʷaʕanaj	0.11	0.87	n	6	0.54	0.64
agx	agx-000-004	qʷaʕanaj	0.11	0.87	a	7	0.64	0.79
agx	agx-000-004	qʷaʕanaj	0.11	0.87	j	8	0.79	0.87
